order_no,order_date,ship_date,ship_delay_days,customer_name,address,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,order_quantity,cost_price,retail_price,discount_pct,shipping_cost,sub_total,discount_amount,order_total,total,cogs,gross_profit,profit_after_shipping,sub_total_raw,discount_amount_raw,order_total_raw,total_raw,order_year,order_month,order_quarter,q_ship_before_order,q_discount_pct_bad,q_sub_total_mismatch,q_discount_amount_mismatch,q_order_total_mismatch,q_total_mismatch,q_profit_margin_mismatch
6297-1,2016-05-05,2016-05-07,2,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,8,1.53,2.78,7.0,1.34,22.24,1.5568,20.6832,22.0232,12.24,8.4432,7.103199999999999,163.98,4.32,146.76,149.76,2016,5,2,False,False,True,True,True,True,False
6297-1,2015-08-26,2015-08-27,1,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 479 Labels,Technology,Small Box,Express Air,29,1.59,2.61,3.0,0.5,75.69,2.2706999999999997,73.41929999999999,73.91929999999999,46.11,27.309299999999993,26.809299999999993,143.68,4.52,134.04,142.16,2015,8,3,False,False,True,True,True,True,False
6297-2,2016-10-21,2016-10-23,2,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,20,2.31,3.78,8.0,0.71,75.6,6.048,69.55199999999999,70.26199999999999,46.2,23.35199999999999,22.64199999999999,106.84,0.0,105.84,106.57,2016,10,4,False,False,True,True,True,True,False
6298-1,2016-02-12,2016-02-13,1,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,42,2.98,5.84,1.0,0.83,245.28,2.4528,242.8272,243.65720000000002,125.16,117.66720000000001,116.83720000000001,153.08,9.0,144.88,141.28,2016,2,1,False,False,True,True,True,True,False
6298-1,2016-05-19,2016-05-20,1,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Consumer,Stevie Bacata,Not Specified,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,6,1.76,2.94,2.0,0.81,17.64,0.3528,17.287200000000002,18.0972,10.56,6.727200000000002,5.917200000000001,91.14,3.65,87.49,88.3,2016,5,2,False,False,True,True,True,True,False
6298-1,2016-03-12,2016-03-17,5,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,40,1.53,2.78,4.0,1.34,111.19999999999999,4.4479999999999995,106.752,108.092,61.2,45.55199999999999,44.21199999999999,44.84,0.44,43.34,46.36,2016,3,1,False,False,True,True,True,True,False
6298-1,2016-06-30,2016-07-01,1,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,24,4.79,11.97,6.0,5.81,287.28000000000003,17.236800000000002,270.0432,275.8532,114.96000000000001,155.0832,149.2732,564.56,0.0,566.56,588.55,2016,6,2,False,False,True,True,True,True,False
6299-1,2015-06-01,2015-06-05,4,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Angle-D Binders with Locking Rings, Label Holders",Technology,Jumbo Drum,Delivery Truck,38,4.53,7.3,9.0,7.72,277.4,24.965999999999998,252.43399999999997,260.154,172.14000000000001,80.29399999999995,72.57399999999996,269.0,3.77,260.51,265.32,2015,6,2,False,False,True,True,True,False,False
6299-1,2015-07-05,2015-07-07,2,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,19,5.19,12.98,1.0,3.14,246.62,2.4662,244.15380000000002,247.2938,98.61000000000001,145.5438,142.40380000000002,205.31,12.59,190.55,193.3,2015,7,3,False,False,True,True,True,True,False
6299-1,2016-05-29,2016-05-30,1,Peter Buhler,"2-4 College Street, Darlinghurst",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,8,2.5,5.68,1.0,3.6,45.44,0.45439999999999997,44.9856,48.5856,20.0,24.985599999999998,21.385599999999997,256.68,2.65,247.05,248.55,2016,5,2,False,False,True,True,True,True,False
6299-1,2016-06-14,2016-06-14,0,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,22,1.53,2.78,10.0,1.34,61.16,6.116,55.044,56.384,33.660000000000004,21.383999999999993,20.043999999999993,236.04,2.46,226.85,234.96,2016,6,2,False,False,True,True,True,True,False
6299-1,2015-10-24,2015-10-26,2,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Lumi Crayons,Office Supplies,Small Box,Regular Air,8,5.22,9.85,6.0,4.82,78.8,4.728,74.072,78.892,41.76,32.312000000000005,27.492000000000004,248.2,7.45,240.75,248.46,2015,10,4,False,False,True,True,True,True,False
6299-1,2016-08-31,2016-09-02,2,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,50,3.5,5.74,8.0,5.01,287.0,22.96,264.04,269.05,175.0,89.04000000000002,84.03000000000002,165.76,9.95,155.81,157.85,2016,8,3,False,False,True,True,True,True,False
6300-1,2017-01-24,2017-01-25,1,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,41,3.32,5.18,4.0,2.04,212.38,8.4952,203.88479999999998,205.92479999999998,136.12,67.76479999999998,65.72479999999997,62.3,3.72,65.19,64.59,2017,1,1,False,False,True,True,True,True,False
6300-1,2015-12-25,2015-12-27,2,Anne McFrar,"2-4 Colleg Street, Darlinghurst",Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,48,5.5,12.22,2.0,2.85,586.5600000000001,11.731200000000001,574.8288,577.6788,264.0,310.8288,307.9788,40.3,2.04,38.69,30.39,2015,12,4,False,False,True,True,True,True,False
6300-1,2016-05-21,2016-05-22,1,Dana Kaydos,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,44,5.5,12.22,9.0,2.85,537.6800000000001,48.391200000000005,489.28880000000004,492.13880000000006,242.0,247.28880000000004,244.43880000000004,122.2,1.22,120.98,123.83,2016,5,2,False,False,True,True,True,True,False
6300-1,2016-09-15,2016-09-16,1,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Medium,TechSavi Access Keyboard,Technology,Jumbo Drum,Delivery Truck,38,10.07,15.98,9.0,4.0,607.24,54.6516,552.5884,556.5884,382.66,169.92839999999995,165.92839999999995,639.2,7.7,632.86,634.03,2016,9,3,False,False,True,True,True,True,False
6300-1,2016-10-15,2016-10-15,0,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Cando PC940 Copier,Office Supplies,Small Box,Express Air,38,278.99,449.99,5.0,49.0,17099.62,854.981,16244.639,16293.639,10601.62,5643.018999999998,5594.018999999998,3698.6,332.86,3653.32,3656.33,2016,10,4,False,False,True,True,True,True,False
6301-1,2016-02-23,2016-02-24,1,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,42,52.07,83.98,10.0,5.01,3527.1600000000003,352.71600000000007,3174.4440000000004,3179.4540000000006,2186.94,987.5040000000004,982.4940000000004,3863.08,231.78,3631.3,3636.31,2016,2,1,False,False,True,True,True,True,False
6301-1,2016-08-24,2016-09-02,9,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,Medium,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,48,52.07,83.98,1.0,5.01,4031.04,40.3104,3990.7296,3995.7396000000003,2499.36,1491.3696,1486.3596,3739.68,20.96,3633.3,3636.31,2016,8,3,False,False,True,True,True,True,False
6301-1,2016-11-23,2016-11-25,2,Matt Connell,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Express Air,18,32.02,152.48,4.0,4.0,2744.64,109.7856,2634.8543999999997,2638.8543999999997,576.36,2058.4943999999996,2054.4943999999996,3863.18,141.73,3631.3,3636.31,2016,11,4,False,False,True,True,True,True,False
6302-1,2016-05-10,2016-05-12,2,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,23,2.26,3.58,1.0,5.47,82.34,0.8234,81.5166,86.9866,51.98,29.5366,24.0666,138.48,5.27,124.65,123.87,2016,5,2,False,False,True,True,True,True,False
6302-1,2016-05-14,2016-05-15,1,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,50,2.39,4.26,7.0,1.2,213.0,14.910000000000002,198.09,199.29,119.5,78.59,77.39,52.74,2.27,59.25,59.33,2016,5,2,False,False,True,True,True,True,False
6302-1,2016-08-02,2016-08-04,2,Dean Percer,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,30,14.95,34.76,9.0,8.22,1042.8,93.85199999999999,948.948,957.168,448.5,500.448,492.22799999999995,1663.52,66.54,1594.85,1508.95,2016,8,3,False,False,True,True,True,True,False
6302-1,2014-02-15,2014-02-20,5,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,HFX 6S Scientific Calculator,Furniture,Large Box,Regular Air,27,7.92,12.99,9.0,9.44,350.73,31.5657,319.1643,328.6043,213.84,105.32430000000002,95.88430000000002,2442.96,0.0,2449.95,2469.95,2014,2,1,False,False,True,True,True,True,False
6302-1,2015-12-09,2015-12-09,0,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,Artisan 478 Labels,Technology,Small Box,Regular Air,12,3.14,4.91,0.0,0.5,58.92,0.0,58.92,59.42,37.68,21.240000000000002,20.740000000000002,11.08,0.55,10.49,11.29,2015,12,4,False,False,True,True,True,True,False
6302-1,2016-07-02,2016-07-04,2,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,43,1.76,2.94,3.0,0.81,126.42,3.7925999999999997,122.62740000000001,123.43740000000001,75.68,46.9474,46.1374,51.82,3.17,39.15,39.95,2016,7,3,False,False,True,True,True,True,False
6302-1,2015-10-13,2015-10-15,2,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,37,156.5,300.97,3.0,7.18,11135.890000000001,334.0767,10801.813300000002,10808.993300000002,5790.5,5011.313300000002,5004.133300000001,5099.53,322.99,5487.65,4514.35,2015,10,4,False,False,True,True,True,True,False
6302-1,2016-06-14,2016-06-18,4,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,42,67.73,165.2,10.0,19.99,6938.4,693.84,6244.5599999999995,6264.549999999999,2844.6600000000003,3399.899999999999,3379.9099999999994,1643.78,144.27,1487.69,1494.91,2016,6,2,False,False,True,True,True,True,False
6302-1,2016-12-24,2016-12-25,1,Lisa Hazard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Home Office,Yvette Biti,Medium,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,8,6.51,30.98,7.0,6.5,247.84,17.3488,230.4912,236.9912,52.08,178.4112,171.9112,132.4,2.0,123.84,130.93,2016,12,4,False,False,True,True,True,True,False
6302-1,2016-05-21,2016-05-22,1,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,43,14.95,34.76,7.0,8.22,1494.6799999999998,104.6276,1390.0523999999998,1398.2723999999998,642.85,747.2023999999998,738.9823999999998,1633.72,147.03,1486.69,1494.91,2016,5,2,False,False,True,True,True,True,False
6302-1,2015-08-24,2015-08-26,2,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,High,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,22,60.59,100.98,7.0,7.18,2221.56,155.50920000000002,2066.0508,2073.2308,1332.98,733.0708,725.8908,1653.22,66.59,1573.69,1650.98,2015,8,3,False,False,True,True,True,True,False
6302-1,2015-12-24,2015-12-24,0,Carol Triggs,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,9,0.93,1.48,1.0,0.7,13.32,0.1332,13.1868,13.8868,8.370000000000001,4.816799999999999,4.116799999999999,35.7,3.6,32.93,33.93,2015,12,4,False,False,True,True,True,True,False
6302-1,2014-01-04,2014-01-05,1,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Medium,Multimedia Mailers,Office Supplies,Small Box,Express Air,13,99.39,162.93,4.0,19.99,2118.09,84.7236,2033.3664,2053.3564,1292.07,741.2964000000002,721.3064000000002,4465.64,49.61,4353.83,4293.59,2014,1,1,False,False,True,True,True,True,False
6303-1,2016-05-09,2016-05-10,1,Shirley Schmidt,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,32,1.59,2.61,10.0,0.5,83.52,8.352,75.16799999999999,75.66799999999999,50.88,24.28799999999999,23.78799999999999,159.64,5.57,146.71,137.94,2016,5,2,False,False,True,True,True,True,False
6303-1,2016-05-22,2016-05-24,2,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,39,3.32,5.18,10.0,2.04,202.01999999999998,20.201999999999998,181.81799999999998,183.85799999999998,129.48,52.337999999999994,50.297999999999995,10.89,0.0,10.89,15.39,2016,5,2,False,False,True,True,True,True,False
6303-1,2016-05-02,2016-05-04,2,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Express Air,36,4.79,11.97,3.0,5.81,430.92,12.9276,417.99240000000003,423.80240000000003,172.44,245.55240000000003,239.74240000000003,470.52,34.75,432.05,435.85,2016,5,2,False,False,True,True,True,True,False
6303-1,2014-10-02,2014-10-04,2,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Critical,TechSavi Access Keyboard,Technology,Small Box,Express Air,22,10.07,15.98,10.0,4.0,351.56,35.156,316.404,320.404,221.54000000000002,94.86399999999998,90.86399999999998,1079.62,30.83,1558.43,1549.65,2014,10,4,False,False,True,True,True,True,False
6303-1,2016-05-22,2016-05-24,2,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,19,4.46,10.89,3.0,4.5,206.91000000000003,6.207300000000001,200.70270000000002,205.20270000000002,84.74,115.96270000000003,111.46270000000003,10.99,0.0,10.89,15.39,2016,5,2,False,False,True,True,True,True,False
6303-1,2016-03-10,2016-03-11,1,Lena Creightor,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 479 Labels,Technology,Jumbo Drum,Delivery Truck,42,1.59,2.61,0.0,0.5,109.61999999999999,0.0,109.61999999999999,110.11999999999999,66.78,42.83999999999999,42.33999999999999,35.44,0.35,34.25,35.34,2016,3,1,False,False,True,True,True,True,False
6303-1,2016-05-22,2016-05-24,2,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,42,4.46,10.89,0.0,4.5,457.38,0.0,457.38,461.88,187.32,270.06,265.56,10.89,0.0,10.89,15.39,2016,5,2,False,False,True,False,True,True,False
6303-1,2014-01-10,2014-01-11,1,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Jumbo Drum,Delivery Truck,44,54.29,90.48,3.0,19.99,3981.1200000000003,119.43360000000001,3861.6864000000005,3881.6764000000003,2388.7599999999998,1472.9264000000007,1452.9364000000007,2506.38,45.3,1608.95,3394.64,2014,1,1,False,False,True,True,True,True,False
6303-1,2016-08-18,2016-08-22,4,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,34,18.38,29.17,6.0,6.27,991.7800000000001,59.506800000000005,932.2732000000001,938.5432000000001,624.92,307.35320000000013,301.08320000000015,46.96,1.42,44.55,45.46,2016,8,3,False,False,True,True,True,True,False
6303-1,2016-05-22,2016-05-24,2,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,27,3.32,5.18,0.0,2.04,139.85999999999999,0.0,139.85999999999999,141.89999999999998,89.64,50.219999999999985,48.179999999999986,10.89,0.0,10.89,15.39,2016,5,2,False,False,True,False,True,True,False
6303-1,2016-05-22,2016-05-24,2,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,34,4.46,10.89,3.0,4.5,370.26,11.1078,359.1522,363.6522,151.64,207.5122,203.0122,10.89,0.0,10.89,15.39,2016,5,2,False,False,True,True,True,True,False
6304-1,2013-08-20,2013-08-22,2,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Medium,Cando S750 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,50,75.0,120.97,7.0,26.3,6048.5,423.39500000000004,5625.105,5651.405,3750.0,1875.1049999999996,1848.8049999999996,3764.68,264.96,3799.3,3616.11,2013,8,3,False,False,True,True,True,True,False
6304-1,2013-05-15,2013-05-16,1,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,32,56.16,136.98,10.0,24.49,4383.36,438.336,3945.0239999999994,3969.513999999999,1797.12,2147.9039999999995,2123.4139999999998,6509.85,224.07,5685.83,5590.54,2013,5,2,False,False,True,True,True,True,False
6304-1,2016-09-23,2016-09-26,3,Christine Phan,"10 O'Connell St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Critical,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,41,32.02,152.48,4.0,4.0,6251.679999999999,250.06719999999999,6001.612799999999,6005.612799999999,1312.8200000000002,4688.792799999999,4684.792799999999,6732.32,77.04,6603.1,6635.33,2016,9,3,False,False,True,True,True,True,False
6304-1,2016-10-18,2016-10-20,2,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,10,377.99,599.99,1.0,24.49,5999.9,59.998999999999995,5939.901,5964.391,3779.9,2160.0009999999997,2135.511,2759.32,136.47,2741.55,2757.2,2016,10,4,False,False,True,True,True,True,False
6304-1,2015-02-02,2015-02-03,1,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Low,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Pack,Express Air,49,32.02,152.48,8.0,4.0,7471.5199999999995,597.7216,6873.7984,6877.7984,1568.9800000000002,5304.818399999999,5300.818399999999,6534.62,677.72,6603.12,6633.31,2015,2,1,False,False,True,True,True,True,False
6305-1,2016-02-23,2016-02-25,2,Rick Wissen,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,32,14.95,34.76,9.0,8.22,1112.32,100.10879999999999,1012.2112,1020.4312,478.4,533.8112,525.5912,1650.32,15.59,1593.61,1640.58,2016,2,1,False,False,True,True,True,True,False
6305-1,2014-09-13,2014-09-17,4,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,HFX 6S Scientific Calculator,Office Supplies,Wrap Bag,Express Air,35,7.92,12.99,1.0,9.44,454.65000000000003,4.546500000000001,450.10350000000005,459.54350000000005,277.2,172.90350000000007,163.46350000000007,1663.45,169.64,1663.93,1600.58,2014,9,3,False,False,True,True,True,True,False
6305-1,2016-11-26,2016-11-30,4,Erin Ashbrook,"73 York St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,19,1.92,3.26,9.0,1.86,61.94,5.574599999999999,56.3654,58.2254,36.48,19.885400000000004,18.025400000000005,38.0,1.54,36.86,38.25,2016,11,4,False,False,True,True,True,True,False
6305-1,2016-01-17,2016-01-19,2,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,23,1.18,1.88,1.0,1.49,43.239999999999995,0.43239999999999995,42.807599999999994,44.297599999999996,27.139999999999997,15.667599999999997,14.177599999999996,41.66,1.65,37.61,31.94,2016,1,1,False,False,True,True,True,True,False
6305-1,2015-06-19,2015-06-21,2,Mickael Khring,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,HFX 6S Scientific Calculator,Office Supplies,Small Box,Regular Air,48,7.92,12.99,2.0,9.44,623.52,12.4704,611.0495999999999,620.4896,380.15999999999997,230.88959999999997,221.44959999999998,4373.58,224.68,4231.85,3826.85,2015,6,2,False,False,True,True,True,True,False
6305-1,2016-05-05,2016-05-07,2,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,22,1.53,2.78,4.0,1.34,61.16,2.4464,58.7136,60.0536,33.660000000000004,25.053599999999996,23.713599999999996,48.75,4.04,46.92,16.06,2016,5,2,False,False,True,True,True,True,False
6305-1,2015-08-18,2015-08-20,2,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,47,2.45,3.89,0.0,7.01,182.83,0.0,182.83,189.84,115.15,67.68,60.67000000000001,80.88,1.75,88.13,98.21,2015,8,3,False,False,True,True,True,True,False
6306-1,2016-03-14,2016-03-18,4,Sandra Flanagan,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,High,300 Series Non-Flip,Office Supplies,Small Box,Regular Air,11,62.4,155.99,2.0,8.08,1715.89,34.317800000000005,1681.5722,1689.6522,686.4,995.1722000000001,987.0922,4421.74,0.0,3794.22,3796.2,2016,3,1,False,False,True,True,True,True,False
6306-1,2016-02-19,2016-02-20,1,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,44,2.39,4.26,7.0,1.2,187.44,13.120800000000001,174.3192,175.51919999999998,105.16000000000001,69.15919999999998,67.95919999999998,21.6,2.48,22.09,22.29,2016,2,1,False,False,True,True,True,True,False
6306-1,2013-07-05,2013-07-07,2,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,14,54.52,100.97,9.0,7.18,1413.58,127.22219999999999,1286.3578,1293.5378,763.2800000000001,523.0777999999999,515.8978,2709.92,6094.9,28299.51,2954.6,2013,7,3,False,False,True,True,True,True,False
6306-1,2016-02-29,2016-02-29,0,Annie Bross,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Small Box,Express Air,20,0.87,1.81,10.0,0.75,36.2,3.6200000000000006,32.580000000000005,33.330000000000005,17.4,15.180000000000007,14.430000000000007,22.1,2.06,21.22,22.95,2016,2,1,False,False,True,True,True,True,False
6306-1,2016-05-23,2016-05-24,1,Daniel Lacy,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,23,2.39,4.26,2.0,1.2,97.97999999999999,1.9595999999999998,96.0204,97.2204,54.970000000000006,41.05039999999999,39.850399999999986,21.3,0.21,21.09,22.29,2016,5,2,False,False,True,True,True,True,False
6306-1,2016-05-23,2016-05-24,1,Daniel Lacy,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,43,2.39,4.26,10.0,1.2,183.17999999999998,18.317999999999998,164.86199999999997,166.06199999999995,102.77000000000001,62.091999999999956,60.89199999999995,21.3,0.21,21.09,22.29,2016,5,2,False,False,True,True,True,True,False
6306-1,2016-12-01,2016-12-02,1,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,High,Cando PC940 Copier,Technology,Small Box,Regular Air,48,278.99,449.99,2.0,49.0,21599.52,431.9904,21167.5296,21216.5296,13391.52,7776.009600000001,7727.009600000001,4200.9,424.07,3799.59,3594.83,2016,12,4,False,False,True,False,True,True,False
6306-1,2014-09-12,2014-09-13,1,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,37,278.99,449.99,1.0,49.0,16649.63,166.49630000000002,16483.133700000002,16532.133700000002,10322.630000000001,6160.503700000001,6111.503700000001,1059.77,105.79,1098.19,1032.32,2014,9,3,False,False,True,True,True,True,False
