order_no,order_date,ship_date,customer_name,product_name,q_ship_before_order,q_discount_pct_bad,q_sub_total_mismatch,q_discount_amount_mismatch,q_order_total_mismatch,q_total_mismatch,q_profit_margin_mismatch
6319-1,2016-07-27,2016-07-29,Michelle Huthwaite,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
6320-1,2016-02-01,2016-02-02,Patrick Gardner,Artisan 474 Labels,False,False,True,True,True,True,False
6320-1,2016-12-18,2016-12-19,Christopher Martinez,Smiths Bulldog Clip,False,False,True,True,True,True,False
6320-1,2016-03-29,2016-03-30,Sung Shariari,Artisan 474 Labels,False,False,True,True,True,True,False
6320-1,2016-06-03,2016-06-05,Jind Marthon,OIC Thumb-Tacks,False,False,True,True,True,True,False
6320-1,2016-12-22,2016-12-23,Giulietta Weimer,Artisan 478 Labels,False,False,True,True,True,True,False
6320-1,2016-06-03,2016-06-04,Brad Eason,OIC Thumb-Tacks,False,False,True,True,True,True,False
6320-1,2016-03-06,2016-03-07,Jone Willina,OIC Thumb-Tacks,False,False,True,True,True,True,False
6320-1,2016-06-12,2016-06-14,Thea Hendricks,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6321-1,2016-06-02,2016-06-04,Jim Kriz,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6321-1,2016-06-11,2016-06-12,Chuck Clark,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6321-1,2016-06-14,2016-06-14,Vivek Grady,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6321-1,2016-04-23,2016-04-25,Heather Kirkland,Smiths Colored Interoffice Envelopes,False,False,True,True,True,True,False
6321-1,2016-09-03,2016-09-05,Cynthia Voltz,TechSavi Access Keyboard,False,False,True,True,True,True,False
6321-1,2016-06-25,2016-06-27,Cindy Chapman,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6321-1,2016-06-11,2016-06-12,Chuck Clark,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6321-1,2016-06-11,2016-06-12,Chuck Clark,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6321-1,2016-06-11,2016-06-12,Chuck Clark,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6322-1,2016-09-26,2016-09-28,Christopher Martinez,Artisan 481 Labels,False,False,True,True,True,True,False
6322-1,2016-06-13,2016-06-15,Vicky Freymann,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
6322-1,2015-12-08,2015-12-09,Lena Creighton,Artisan 481 Labels,False,False,True,True,True,True,False
6322-1,2016-06-25,2016-06-27,Cindy Chapman,Colored Envelopes,False,False,True,True,True,True,False
6322-1,2016-06-30,2016-07-01,Lindsay Castell,Artisan 474 Labels,False,False,True,True,True,True,False
6322-1,2016-07-05,2016-07-06,Astrea Jones,Artisan 474 Labels,False,False,True,True,True,True,False
6322-1,2016-12-09,2016-12-10,Guy Armstrong,Bagged Rubber Bands,False,False,True,True,True,True,False
6323-1,2015-01-15,2015-01-17,Clay Rozendal,Unpadded Memo Slips,False,False,True,True,True,True,False
6324-1,2015-12-19,2015-12-21,Lena Creighton,Smiths Bulldog Clip,False,False,True,True,True,True,False
6324-1,2016-01-17,2016-01-19,Maria Bertelson,Artisan 48 Labels,False,False,True,True,True,True,False
6324-1,2016-02-03,2016-02-05,Darrin Martin,Artisan 481 Labels,False,False,True,True,False,False,False
6324-1,2015-09-16,2015-09-21,Mitch Webber,Binder Posts,False,False,True,True,True,True,False
6324-1,2016-06-25,2016-06-27,Cindy Chapman,Artisan 48 Labels,False,False,True,True,True,True,False
6324-1,2016-04-03,2016-04-03,Christina Vanderzanden,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6324-1,2016-09-21,2016-09-21,Dan Campbell,Artisan 481 Labels,False,False,True,True,True,True,False
6324-1,2017-02-07,2017-02-07,MaryBeth Skach,Wirebound Voice Message Log Book,False,False,True,True,True,True,False
6324-1,2015-08-02,2015-08-04,George Beck,Artisan 481 Labels,False,False,True,True,True,True,False
6325-1,2016-04-03,2016-04-03,Christina Vanderzanden,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6325-1,2016-06-14,2016-06-16,Edward Nazzal,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
6325-1,2016-08-02,2016-08-04,Dean Percer,PastelOcean Color Pencil Set,False,False,True,True,True,False,False
6325-1,2016-06-20,2016-06-20,Harold Dahlen,Pizazz Colored Pencils,False,False,True,True,True,True,False
6325-1,2016-10-23,2016-10-25,Lugen Donell,Office Shears by Apex,False,False,True,True,True,True,False
6325-1,2015-01-15,2015-01-17,Clay Rozendal,12 Colored Short Pencils,False,False,True,True,True,True,False
6325-1,2016-11-20,2016-11-21,Tony Sayre,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6325-1,2015-04-28,2015-05-01,Cindy Schnelling,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
6325-2,2016-06-14,2016-06-16,Edward Nazzal,Laser DVD-RAM discs,False,False,True,True,True,True,False
6325-2,2016-01-19,2016-01-19,Tamara Willingham,Laser DVD-RAM discs,False,False,True,True,True,True,False
6326-1,2016-12-08,2016-12-12,Erica Hernandez,MalayichSavi Cordless Navigator Duo,False,False,True,True,True,True,False
6326-1,2016-09-20,2016-09-20,Matthew Clasen,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6326-1,2016-04-11,2016-04-12,Corey Lock,Smiths Gold Paper Clips,False,False,True,True,True,True,False
6326-1,2015-10-20,2015-10-24,Eva Jacobs,Artisan 481 Labels,False,False,True,True,True,True,False
6326-1,2016-04-03,2016-04-03,Christina Vanderzanden,"DrawIt Colored Pencils, 48-Color Set",False,False,True,True,True,True,False
6326-1,2016-05-02,2016-05-03,Greg Hansen,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6326-1,2016-05-21,2016-05-22,John Lucas,TypeRight Side-Opening Peel & Seel Expanding Envelopes,False,False,True,True,True,True,False
6326-1,2016-08-24,2016-08-25,Kelly Williams,Cando PC940 Copier,False,False,True,True,True,True,False
6327-1,2016-01-12,2016-01-14,Dave Hallsten,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",False,False,True,True,True,True,False
6327-1,2016-10-11,2016-10-12,Lie Pelle Rcce,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6327-1,2016-02-04,2016-02-05,Cyma Kinney,TypeRight Side-Opening Peel & Seel Expanding Envelopes,False,False,True,True,True,True,False
6328-1,2016-06-14,2016-06-19,Vivek Grady,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-03-12,2016-03-12,Magdelene Morse,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-06-14,2016-06-15,Christina Anderson,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-02-13,2016-02-21,Michael Kennody,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
6328-1,2016-06-14,2016-06-14,Vivek Grady,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-12-08,2016-12-12,Erica Hernandez,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-06-14,2016-06-14,Vivek Grady,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-06-14,2016-06-19,Nivek Grady,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-12-08,2016-12-12,Erica Hernandez,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-12-10,2016-12-13,Giulietta Weimer,OIC Thumb-Tacks,False,False,True,True,True,True,False
6328-1,2016-05-31,2016-06-03,Bill Donatelli,Smiths Metal Binder Clips,False,False,True,True,True,True,False
6329-1,2016-01-29,2016-01-31,Bryan Spruell,Artisan 488 Labels,False,False,True,True,True,True,False
6329-1,2014-12-04,2014-12-05,Jennifer Jackson,Laser DVD-RAM discs,False,False,True,True,True,True,False
6329-1,2016-08-24,2016-08-24,Quincy Jones,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
6329-1,2016-11-10,2016-11-12,Cyra Reiten,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
6329-1,2016-09-15,2016-09-16,Brooke Gillingham,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
6330-1,2016-06-15,2016-06-16,Vivek Grady,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
6330-1,2016-05-21,2016-05-22,Cindy Chapman,Alto Memo Cubes,False,False,True,True,True,True,False
6330-1,2014-02-12,2014-02-13,Julie Prescott,UGen Ultra Cordless Optical Suite,False,False,True,True,True,True,False
6330-1,2016-02-13,2016-02-16,Pete Armstrong,Smiths Bulldog Clip,False,False,True,True,True,True,False
6330-1,2016-06-15,2016-06-17,Neil Knudson,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,False,False,False
6330-1,2016-10-31,2016-10-31,Rick Wilson,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6330-1,2016-03-22,2016-03-23,Trowa Kalle,OIC Thumb-Tacks,False,False,True,True,True,True,False
6330-1,2016-06-15,2016-06-17,Neil Knudson,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
6330-1,2016-03-29,2016-03-31,Alan Dominguez,Apex Preferred Stainless Steal Scissors,False,False,True,True,True,True,False
6330-1,2016-06-25,2016-06-27,Cindy Chapman,Assorted Color Push Pins,False,False,True,True,True,True,False
6330-1,2016-05-22,2016-05-24,Thais Sissman,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",False,False,True,True,True,True,False
6330-1,2016-06-14,2016-06-18,Vivek Grady,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
6331-1,2016-08-11,2016-08-13,Dennis Bolton,Artisan Hi-Liter Smear-Safe Highlighters,False,False,True,True,True,True,False
6331-1,2015-09-12,2015-09-17,Bryan Spruell,Artisan 481 Labels,False,False,True,True,True,True,False
6332-1,2013-12-10,2013-12-12,Eric Barreto,UGen Ultra Professional Cordless Optical Suite,False,False,True,True,True,True,False
6332-1,2016-07-17,2016-07-18,Kean Thornton,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
6332-1,2016-12-17,2016-12-19,Theresa Coyne,DrawIt Pizazz Watercolor Pencils,False,False,True,True,True,True,False
6332-1,2016-11-20,2016-11-21,Tony Sayre,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6332-1,2016-12-28,2016-12-29,Guy Armstrong,UGen Ultra Professional Cordless Optical Suite,False,False,True,True,True,True,False
6332-1,2017-02-07,2017-02-04,Cindy Chapman,Artisan 481 Labels,True,False,True,True,True,True,False
6333-1,2016-03-29,2016-03-29,Phillip Flatsman,Artisan 474 Labels,False,False,True,True,True,True,False
6333-1,2016-06-19,2016-06-20,John Huston,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
6333-1,2015-09-20,2015-01-21,Saphhira Shifley,Alto Keyboard-In-A-Box,True,False,True,True,True,True,False
6334-1,2016-09-26,2016-09-26,Valerie Dominguez,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
6334-1,2016-01-12,2016-01-14,Dave Hallsten,1Max Organizer Strips,False,False,True,True,True,True,False
6335-1,2016-11-18,2016-11-24,Monica Federle,Office Shears by Apex,False,False,True,True,True,True,False
6335-1,2015-12-25,2016-01-01,Art Miller,HFX 6S Scientific Calculator,False,False,True,True,True,True,False
6335-1,2016-06-20,2016-06-20,Clay Ludtke,"DrawIt Colored Pencils, 48-Color Set",False,False,True,True,True,True,False
6335-1,2013-10-28,2013-10-29,Toby Knight,UGen Ultra Cordless Optical Suite,False,False,True,True,True,True,False
6336-1,2015-08-12,2015-08-14,Sylvie Gour,Smiths Metal Binder Clips,False,False,True,True,True,True,False
6336-1,2013-11-02,2013-11-03,Eugene Hildebrand,Smiths Standard Envelopes,False,False,True,True,True,True,False
6336-1,2016-01-12,2016-01-14,Nathan Gelder,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6336-1,2014-11-01,2014-11-03,John Murray,Steady 52201 APSCO Electric Pencil Sharpener,False,False,True,True,True,True,False
6336-1,2017-02-03,2017-02-05,Alex Russell,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6336-1,2017-02-03,2017-02-05,Alex Russell,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6336-1,2016-06-20,2016-06-21,Clay Ludtke,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6336-1,2016-12-22,2016-12-22,Macc Crier,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6336-1,2016-11-16,2016-11-16,Jonathan Doherty,Steady Major Accent Highlighters,False,False,True,True,True,True,False
6336-2,2016-11-28,2016-11-29,Matthew Grinstein,Smiths Metal Binder Clips,False,False,True,True,True,True,False
6337-1,2016-09-18,2016-09-25,Fred Wasserman,Wirebound Voice Message Log Book,False,False,True,True,True,True,False
6337-1,2016-06-19,2016-06-20,John Huston,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6339-1,2016-09-22,2016-09-23,Richard Bierner,Pizazz Printer,False,False,True,True,True,True,False
6339-1,2016-04-24,2016-04-26,Shahid Collister,Wirebound Voice Message Log Book,False,False,True,True,True,True,False
6339-1,2016-12-19,2016-12-21,Monica Federle,Black Clarston,False,False,True,True,True,True,True
6339-1,2016-12-03,2016-12-05,Anthony Rawles,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",False,False,True,True,True,True,False
6340-1,2016-02-13,2016-02-16,Pete Armstrong,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
6340-1,2016-02-04,2016-02-05,Cyma Kinney,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
6340-1,2016-04-03,2016-04-03,Christina Vanderzanden,1726 Digital Answering Machine,False,False,True,True,True,True,False
6341-1,2015-08-14,2015-08-16,Karl Brown,Artisan 479 Labels,False,False,True,True,True,True,False
6342-1,2016-08-05,2016-08-06,Beth Thompson,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6342-1,2016-08-18,2016-08-20,Emily Grady,Artisan 479 Labels,False,False,True,False,True,True,False
6342-1,2016-06-30,2016-07-02,Matthew Clasen,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6342-1,2016-06-30,2016-07-02,Matthew Clasen,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6342-1,2016-06-30,2016-07-02,Matthew Clasen,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6342-1,2016-09-17,2016-09-19,Giulietta Baptist,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
6342-1,2013-10-28,2013-10-29,Meal Prost,UGen Ultra Cordless Optical Suite,False,False,True,True,True,True,False
6342-1,2016-06-30,2016-07-02,Matthew Clasen,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6342-1,2016-07-05,2016-07-07,Denise Monton,Artisan Printable Repositionable Plastic Tabs,False,False,True,True,True,True,False
6342-1,2016-09-11,2016-09-13,Cyra Reiten,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
6342-1,2016-11-26,2016-11-28,Laurel Elliston,Artisan 474 Labels,False,False,True,True,True,True,False
6342-1,2016-08-15,2016-08-20,Dave Hallsten,Steady Major Accent Highlighters,False,False,True,True,True,True,False
6342-1,2016-02-25,2016-01-21,Art Miller,Apex Straight Scissors,True,False,True,True,True,True,False
6342-1,2015-02-04,2015-02-06,Brad Thomas,Bagged Rubber Bands,False,False,True,True,True,True,False
6342-1,2016-08-24,2016-09-02,Jasper Cacioppo,"Steady Colorific Colored Pencils, 12/Box",False,False,True,True,True,True,False
6343-1,2016-12-08,2016-12-10,Amy Hunt,Apex Straight Scissors,False,False,True,True,True,True,False
6343-1,2015-08-24,2015-08-24,Karl Brown,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
6343-1,2016-06-30,2016-07-02,Matthew Clasen,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
6343-1,2016-08-18,2016-08-22,Vivek Grady,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
6343-1,2016-12-19,2016-12-21,Nora Price,TechSavi Cordless Navigator Duo,False,False,True,True,True,True,False
6343-1,2016-06-30,2016-07-01,Lindsay Castell,Bagged Rubber Bands,False,False,True,True,True,True,False
6344-1,2016-02-04,2016-02-05,Cyma Kinney,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
6344-1,2015-08-31,2015-09-01,Larry Hughes,600 Series Non-Flip,False,False,True,True,True,True,False
6344-1,2016-01-17,2016-01-17,Cyra Reiten,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
6344-1,2015-09-25,2015-09-27,Roy Phan,Artisan 481 Labels,False,False,True,True,True,True,False
6344-1,2016-06-30,2016-07-02,Matthew Clasen,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
6344-1,2016-06-30,2016-07-02,Matthew Clasen,TechSavi Internet Navigator Keyboard,False,False,True,True,True,True,False
6344-1,2016-10-23,2016-10-30,Sean ODonnell,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
6345-1,2016-12-10,2016-12-14,Ken Lonsdale,1726 Digital Answering Machine,False,False,True,True,True,True,False
6345-1,2013-10-28,2013-10-29,Toby Knight,1726 Digital Answering Machine,False,False,True,True,True,True,False
6345-1,2015-09-27,2015-09-27,Larry Tron,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
6345-1,2016-02-11,2016-02-13,Ralph Knight,"DrawIt Colored Pencils, 48-Color Set",False,False,True,True,True,True,False
6345-1,2016-10-25,2016-10-27,Tanja Norvell,UGen Ultra Cordless Optical Suite,False,False,True,True,True,True,False
6345-1,2016-01-28,2016-01-30,Noel Staavos,Artisan Non-Stick Binders,False,False,True,True,True,True,False
6345-1,2016-03-27,2016-03-28,Harry Greene,Artisan 474 Labels,False,False,True,True,True,True,False
6345-1,2015-12-31,2016-01-01,Matt Collister,Smiths Colored Interoffice Envelopes,False,False,True,True,True,True,False
6346-1,2016-07-17,2016-07-18,Kean Thornton,Smiths Metal Binder Clips,False,False,True,True,True,True,False
6346-1,2016-05-08,2016-05-12,Michelle Moray,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6346-1,2016-09-23,2016-09-25,Alex Grayson,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
6347-1,2016-10-19,2016-10-21,Chuck Clark,Artisan Printable Repositionable Plastic Tabs,False,False,True,True,True,True,False
6348-1,2015-05-22,2015-05-23,Daborah Brumfield,Cando PC940 Copier,False,False,True,True,True,True,False
6349-1,2015-02-02,2015-02-03,Paul Knutson,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",False,False,True,True,True,False,False
6349-1,2013-04-17,2013-04-09,Mike Kennedy,Artisan 487 Labels,True,False,True,True,True,True,False
6349-1,2016-07-05,2016-07-07,Denise Monton,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
6349-1,2016-11-23,2016-11-25,Christy Brittain,Binding Machine Supplies,False,False,True,True,True,True,False
6349-1,2016-07-05,2016-07-07,Denise Monton,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
6349-1,2016-09-03,2016-09-03,Christina Vanderzanden,Binder Posts,False,False,True,True,True,True,False
6349-1,2016-05-21,2016-05-22,John Lucas,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
6349-1,2016-09-18,2016-09-21,Nora Price,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
6349-1,2016-07-05,2016-07-07,Denise Monton,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
6350-1,2015-01-17,2015-01-19,Doug Jacobs,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6351-1,2016-12-10,2016-12-12,Gary Hwang,Apex Box Cutter Scissors,False,False,True,True,True,True,False
6351-1,2016-06-03,2016-06-04,John Lee,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",False,False,True,True,True,True,False
6351-1,2015-10-20,2015-10-24,Eva Jacobs,12 Colored Short Pencils,False,False,True,True,True,True,False
6351-1,2017-02-03,2017-02-05,Alex Russell,Pizazz Drawing Pencil Set,False,False,True,True,True,False,False
6351-1,2016-10-19,2016-10-21,Chuck Clark,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6352-1,2016-12-10,2016-12-15,Brad Thomas,Pizazz Drawing Pencil Set,False,False,True,True,False,False,False
6352-1,2016-08-15,2016-08-20,Dave Hallsten,PastelOcean Color Pencil Set,False,False,True,True,True,True,False
6352-1,2015-12-09,2015-12-09,Craig Carroll,OIC Thumb-Tacks,False,False,True,True,True,True,False
6352-1,2014-01-17,2014-01-17,Victoria Pisteka,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
6352-1,2016-07-07,2016-07-08,Thea Hendricks,Artisan Printable Repositionable Plastic Tabs,False,False,True,True,True,True,False
6352-1,2016-07-11,2016-07-12,Katherine Murray,"Wirebound Message Book, 4 per Page",False,False,True,True,True,True,False
6352-1,2015-12-09,2015-12-10,Jamie Kunitz,"Wirebound Message Book, 4 per Page",False,False,True,True,True,True,False
6352-1,2016-05-12,2016-05-14,John Lee,HFX 6S Scientific Calculator,False,False,True,True,True,True,False
6352-1,2015-12-19,2015-12-21,Lena Creighton,Wirebound Voice Message Log Book,False,False,True,True,True,True,False
6352-1,2016-06-18,2016-06-20,Jonathan Dohery,Artisan Hanging File Binders,False,False,True,True,True,True,False
6352-1,2015-07-26,2015-07-27,Jack OBriant,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6353-1,2013-05-14,2013-05-15,Mitch Gaftin,TechSavi Internet Navigator Keyboard,False,False,True,True,True,True,False
6353-1,2016-07-12,2016-07-13,Debra Catini,Artisan Hanging File Binders,False,False,True,True,True,True,False
6353-1,2016-04-11,2016-04-13,Toby Carlisle,Artisan Hanging File Binders,False,False,True,True,True,True,False
6353-1,2016-07-02,2016-07-04,Astrea Jones,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6353-1,2016-07-28,2016-07-30,Nicole Brennan,Alto 3-Hole Punch,False,False,True,True,True,True,False
6353-1,2015-11-12,2015-11-14,Michael Oakman,Artisan Binder Labels,False,False,True,True,True,True,False
6354-1,2017-02-04,2017-02-05,Roland Black,Artisan 481 Labels,False,False,True,True,True,True,False
6354-1,2016-09-20,2016-01-21,Jim Kriz,Adesso Programmable 142-Key Keyboard,True,False,True,True,True,True,False
6354-1,2017-02-01,2017-02-05,Joy Daniels,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-07-07,2016-07-08,Thea Hendricks,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2015-02-07,2015-02-18,Carlos Soltero,Smiths Metal Binder Clips,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2015-07-02,2015-07-04,Karen Ferguson,OIC Thumb-Tacks,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-11-26,2016-11-30,Erin Ashbrook,12 Colored Short Pencils,False,False,True,True,True,True,False
6355-1,2015-01-02,2015-01-04,Dave Hallsten,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2015-08-07,2015-08-08,Astrea Jones,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-12-18,2016-12-20,Patrick Gradz,Office Shears by Apex,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
6355-1,2016-02-13,2016-02-16,Pete Armstrong,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-05-08,2016-05-12,Michelle Moray,Artisan 474 Labels,False,False,True,True,True,True,False
6355-1,2017-01-24,2017-01-25,Jeremy Pistek,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
6355-1,2016-04-03,2016-04-05,Emily Grady,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-09-23,2016-10-25,Toby Knight,Artisan 479 Labels,False,False,True,True,True,True,False
6355-1,2015-08-07,2015-08-08,Astrea Jones,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6355-1,2016-07-17,2016-07-18,Kean Thornton,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
6356-1,2015-11-12,2015-11-14,Michael Oakman,Artisan Hanging File Binders,False,False,True,True,True,True,False
6356-1,2016-07-16,2016-07-18,Maribeth Dona,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
6356-1,2016-09-20,2016-09-20,Matthew Clasen,Adesso Programmable 142-Key Keyboard,False,False,True,False,True,True,False
6356-1,2016-07-03,2016-07-05,Philip Fox,Smiths Metal Binder Clips,False,False,True,True,True,True,False
6357-1,2016-06-14,2016-06-16,Edward Nazzal,OIC Thumb-Tacks,False,False,True,True,True,True,False
6357-1,2016-09-03,2016-09-05,Cynthia Voltz,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
6358-1,2014-09-17,2014-09-18,Muga Zarlton,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6359-1,2016-08-02,2016-08-03,Brad Norvell,Deluxe Rollaway Locking File with Drawer,False,False,True,True,True,True,False
6359-1,2016-11-29,2016-11-30,Grant Carroll,Economy Rollaway Files,False,False,True,True,True,True,False
6359-1,2016-09-03,2016-09-05,Cynthia Voltz,"Artisan Flip-Chart Easel Binder, Black",False,False,True,True,True,True,False
6359-1,2015-12-18,2015-12-21,Lena Creighton,Artisan 479 Labels,False,False,True,True,True,True,False
6359-1,2015-08-28,2015-08-30,Phillip Flathmann,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6359-1,2016-08-02,2016-08-04,Dean Percer,Deluxe Rollaway Locking File with Drawer,False,False,True,True,True,True,False
6360-1,2016-08-05,2016-08-06,Beth Thompson,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6360-1,2015-04-28,2015-04-30,Dianna Arnett,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
6360-1,2016-08-03,2016-08-04,Michael Stewart,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
6361-1,2017-01-23,2017-01-25,Jeremy Pistek,Steady Liquid Accent Highlighters,False,False,True,True,True,True,False
6361-1,2016-04-11,2016-04-11,Berenike Kampe,Pizazz Colored Pencils,False,False,True,True,True,True,False
6362-1,2016-03-15,2016-03-16,Brooke Gillingham,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6362-1,2015-08-14,2015-08-15,Sara Luxemburg,Smiths Colored Interoffice Envelopes,False,False,True,True,True,True,False
6364-1,2016-08-05,2016-08-06,Beth Thompson,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
6364-1,2016-08-05,2016-08-06,Beth Thompson,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
